user,level,share
BetoCani,11,True
BigPeoples,11,False
VINCAPERVINCA,11,False
Jesusespinosalopez,11,False
CraigPJ,11,True
7f01bf4a-66ba-40e8-891e-f52c43ba4cfd,11,True
27ac9e75-50d6-44eb-8967-3a24914f55d1,11,False
erikvandenbiesen,11,True
GinnyFengPC,11,False
Goranbiocic,11,True
pumgaz18,11,False
loverrun1989,11,False
49cbe166-b5ae-48b3-ba5a-82d169894a70,11,True
2b6d9ba2-6f34-47c9-80ee-0c7d4e318dd0,11,False
Janv1308,11,False
ac0ea77e-8b2c-4248-91ad-22dcbef5cd4d,11,True
JOI-S.,11,True
d2957cd5-69bb-4141-b2ae-25f72569bcba,11,False
379e3a98-f560-4be1-8d63-d7772b61564c,11,False
beFITbeFAST,11,True
CaveDigger,11,False
9d942fd2-9d56-4e81-96b2-1c784749d911,11,False
Michael253,11,True
Michal-Rakowicz,11,False
Aldir,11,False
olheni,11,False
276a362f-33d4-4e08-992e-0c1632bec4d8,11,False
Rene911,11,False
d7736007-6754-4c0d-8843-7622aa6d2e27,11,False
sebastien1975,11,False
11e3b80b-55fe-4b20-ac09-ddf13c4588f7,11,False
5d881cab-a31d-46c0-8f4b-bf80a01635a9,11,False
ade31e5c-960f-4357-9349-10d2c76592cc,11,False
Littletchan,11,False
varotuto,11,True
_Mike1972,11,False
Giampaolo3,11,False
Graziano1510,11,False
78d714a7-0560-4ecf-a505-50b760c28fec,11,False
Mel-la-Belle,11,False
e104f25f-5ae2-4561-9bf9-7e81e0bcb4e7,10,True
Healthy_nu_me,10,False
RollHHTide,10,False
CoolJ1697,11,False
LvilleRyder,11,False
rbillings3,11,True
JessicaCoon,10,False
JoyBarsotti,11,False
28e2cd4a-e85d-464b-91c7-7338980fd6f1,11,False
jokrz1966,10,False
37b30851-ff58-4ec3-8b56-29a37dca92c8,10,False
Antonia617,11,False
blair2blair,11,False
LaurenWB,11,False
b8d008b7-893a-4b82-b86f-84ebc31c6491,11,False
SorayaLeah,11,True
__JustRun__,11,False
jonath.03,11,True
silvertoxic,11,False
517fa864-3d21-4af5-8158-64d97ec3b19f,10,False
a037d9e2-e681-48d4-9133-b93ca6a28535,10,False
Andrea.1997,11,True
DStaton33,11,False
Gef.,11,False
5fd63340-f38d-4a85-bd14-a02c95e81f0d,11,False
gmolloy77,11,False
Lemine77,10,False
daed3947-1fe5-45f6-b191-fef6843cb918,11,False
be09a1d1-ded5-469a-9432-50df29474c32,11,False
0e4b904b-dfcf-48bc-b366-4e2a75f36665,11,False
6be1f700-4deb-4680-a119-ca15e6278a29,11,False
63d0eb2f-adb1-4358-9ba3-c213075ba2ee,11,True
Olly023,10,False
Holger_Holger,11,False
Bommel007,11,False
Chrissy...,11,False
IdahoSpud,11,False
Netti51285,11,False
JochenEvers,11,False
JoergTh1963,11,False
Xedura,11,False
Strunz98,11,False
SvenThomasStier,11,False
TcLeonIdas,11,True
VegRenner,11,False
markusmueller1981,11,False
689c95a2-f1de-4e08-b533-3e7d3b32df0c,11,False
630f45b3-718f-4912-9957-428ad557d870,11,False
37346e99-6102-4f28-b360-afa3df287814,9,False
SJMiller1,8,False
gaby002,8,True
angelbuji,9,True
cris_46,9,False
Amstaff_Madrid,10,False
AngelMadrid,10,False
AntonioMadrid,10,False
witatrail,11,False
BeckaSQS,10,True
avalec00,11,False
AnaPaz,11,True
AngelSpasov,11,True
AugustineChow,11,False
BJFGarmin,11,True
CE-FITNESS,11,False
cespanad,11,True
Christian_Fitness,11,False
Cojacks_Fitness,11,False
RunForrestRun9,11,False
Donnavivosmart,11,False
EdsVivosmart,11,False
-EpiX-,11,True
Ferunner89,11,False
igorlopasovsky,11,True
Iron_Fab_PT,11,True
JDT2012,11,False
jlriesgo,11,False
ntovo,11,False
Rebeca_80,11,False
Romain_Vivosmart,11,False
SEBASTIAN.VALENCIAN,11,True
ejercicios,11,False
jielu9912,11,False
t.sofifi,11,False
Belen14Madrid,10,False
Raimundo_Z,11,False
BenitoMadrid,10,False
alcar21,11,False
alfonsolecina,11,True
AntonioMartin,11,True
e8278b83-2e01-409e-b01f-a6779ae76d4b,11,False
DAPLAZA,11,True
DavidPlaza86,11,True
danikogollo89,11,True
D.VAZQUEZ,11,False
Dsire,11,False
AntonioTC,11,False
fernandoferpe,11,False
FranAO,11,False
keikiu,11,True
Glezsa,11,True
a6baa62c-399c-4ef1-9beb-015ae6a2bb51,11,False
ISAACXX1,11,False
Lamilatosa,11,True
Jujaju,11,True
JUANFRANERAS,11,False
Javierriveror,11,True
Joaquincicli,11,True
Joaquinmolinacorrea,11,True
joe00tony,11,True
josebabra,11,False
Josemp78,11,False
J_M_Ramos,11,False
Kiki23011980,11,True
Juampe06,11,True
JuanMiF,11,False
juanfer17,11,False
KIKO79,11,True
Kaka36,11,True
afull,11,False
iMario,11,False
miguelrosadomontero,11,False
PauloMourato,11,False
Pedritobermejo,11,True
PineroBike1,11,False
Sergiohortigon,11,False
254e9950-d1f6-4134-81bb-df04503902a9,11,False
David_Hornachos,11,False
JAchamorro,11,False
acadio,11,True
mavhds,11,False
passengerr,11,False
raulortu,11,True
CEAMRUNNER,10,True
DarwinDoll,11,False
edyedy73,11,False
gildaecheverria,11,False
Megalobos,11,False
Sary79,11,False
Sebarivas,11,False
drakjc,11,False
michohanna11,11,False
raquelizabeth,11,False
usainpato,11,False
yunior73,10,False
Gorrion77,11,True
alfrebtt,11,True
Paket$,11,True
cosmico464,11,False
Spartan74_Spain,11,False
Jordi35,11,False
orosina,11,True
rambitozxr,11,False
jorditrrss,11,False
lupecia,11,False
pvenzal,11,False
oscare75,11,False
danict27,10,False
Benjagutierrez,11,False
CarlesRos33,11,False
elenadinita,11,False
JaviSCarrascosa,11,False
Juvimai,11,False
marc0bain,11,True
miguelkiller,11,False
millan.jm,11,False
Patricia.m.a.,11,False
pedropaez,11,False
a.rubensj,11,False
chorda83,11,False
asolares.86,11,False
carlosal,11,False
Leydy19,11,False
LiliFigueroa,11,True
choix.luis.romero,11,False
ChavaMontes,11,False
vvillalo,11,False
hvillanuevag,11,False
eespana,10,False
guayabito23,10,False
asanchez-lueng,11,False
ulyses,11,False
b87a9630-cd6c-4791-a7de-7c372471bdff,11,False
juanl3l,11,True
LFLorenzo,11,False
Luiskiko72,11,False
NC42,11,True
Rbueno,11,True
Ugia,11,False
carmenmarcos,11,True
carmina79,11,False
JMadrid04,10,False
LT100RP,11,False
JT-AGUILAR-HALA-MADRID,10,False
Duran209,11,True
1975Edwin,11,True
Estefcu,11,False
JennFitband,11,False
LIDABRAVO,11,False
Javi65,10,True
egmcx,11,True
JBSUAREZ,11,True
pisapraosbtt,11,False
jmadridcanivilo,10,True
Isaacchacon,11,False
v5chito,11,False
macotera,10,False
JoseM_Madrid,10,True
DaNi7ocho,11,True
RamonMdB,11,False
JuanMa84,10,False
ClauFlores,11,False
claudiajannine,11,False
FrankEndurance,11,False
himatzu,11,False
NuriaIveth,11,False
PpMtzV,11,False
Shail_Saravia,11,False
jorgeb_99,11,False
Lestat1974,10,False
mrespana,10,False
OhNoItsAndy,11,False
AnnaTSquare,11,False
BurleyJ,11,False
CJFarmer,11,False
Damiangarcia,11,False
Edwin!,11,False
Enkrateia,11,False
FatChocobo,11,True
HailHydra,11,True
IsseiS,11,True
JONGRANT14,11,False
Jenn_Park,11,False
KayisStepping4ThatWifeyBod,11,False
KytheraOA,11,False
LBDeezy,11,False
Lizzyliz1,11,False
RimuLuLu,11,False
Poopa_Scoopa,11,False
S0kun,11,True
WalkersD,11,False
Scottzor,11,False
Scubawil,11,False
Shinricchi,11,False
TheWalkingDela,11,False
TimIsAwesome,11,False
achen1211,11,True
callmeribs,11,False
candacelun,11,False
drzeus2001,11,False
gbuchold,11,False
kyoshinaga,11,False
missriri,11,False
onehatchone,11,False
seaAAdams,11,False
soondot,11,False
spcouture,11,True
trailnutmix,11,False
Marco_A_77,10,True
AlbertMataix,11,False
Charlieperez83,11,False
143215e3-6f5b-461c-8655-bcaa05bd8a29,11,False
gmiravall,11,True
detersolin71,11,False
HERGOM,11,False
Lluiso34,11,False
Lluiso78,11,False
MONIK74,11,False
gosem76,11,False
Miperman,11,True
MirHF,11,False
oscarcris,11,False
013794ec-2c80-43f9-9336-eda9142d06df,11,True
TxustxiSES,11,True
anchoa79,11,True
icobos,11,False
il_rodatore,11,True
63cajo,11,False
c252bb31-f0e3-47f4-b947-16e6dfe405d5,11,False
Discipline4life,11,False
FSMPRO,11,True
MaIronMan,11,True
minicren,11,False
quiquecrack,11,False
Urivanforten,11,False
Verderon,11,True
Zuzitojoa24583,11,True
ominguela,11,False
9940cf5e-e01f-4099-b60e-4dda27655201,11,False
MistyMadrid,10,True
carlycough,11,False
dmor64,11,False
MCoughlin3,11,False
PRDCT21,11,False
xtfit,11,False
Naser-Madrid,10,False
Alvaroc,11,False
Rafamesas,11,False
yuxflesh,11,False
OrtegaMadrid,10,False
jokinbrito,11,False
pmadridm,10,False
madridmgmail.com,11,False
terremotito,10,False
pacoco1,11,False
PedroMadrid10,10,False
rdguespaco,10,False
AlvaroGrazioso,11,False
larans4,11,False
DanielaGS,11,False
Davidperdomo,11,False
qsegarra2,11,False
EstuardoAguirre,11,False
Fpva,11,False
Beppi77,11,False
Hugo0408,11,False
Nachokane,11,False
Badboy20,11,False
triakique,11,False
871c7d08-a614-4868-a7be-34c826f686b4,11,True
luisaibarra,11,True
oepaiz,11,False
beecoffey,11,False
jpge34,11,False
juandge,11,False
lguespa,11,True
michicoffey,11,False
pedro_arriaza,11,False
sigridek,11,True
Susana_Madrid,10,True
Tina_Madrid,10,False
Albertopalentin,11,False
Montrondo,11,False
enrribalv,11,True
obranoel,11,True
VAVILAC1,10,False
agomezpalacio,11,False
AndresMEspitiaE,11,False
CataBetancur,11,False
polaniad,11,False
DeicySanabria,11,True
fahr70,11,False
19465453,11,False
IvanCD,11,False
JoseEscM,11,False
JUAN_P_,11,True
mauriciozambranoch,11,False
amdres87,11,True
diegoruner,11,False
fsoriano10,11,False
karemcita,11,False
mejiasy,11,False
javirulis,10,True
CristianSanJoseMadrid,11,False
chichocuenca,11,False
fotoestudiocarretero,11,False
luis1960_madrid,10,False
r_madrid_al,10,True
rayray1972,10,False
sangon,10,False
julianatrejo,11,False
tmbicigmail.com,10,False
Samuel.CNP,11,True
xorditol,11,True
zappi_fortuna,10,False
AldoAD,10,True
fce1864a-ace1-4bb2-b784-5b2a9566bd4f,11,True
AndresAriel,11,False
Drisdguez,11,True
GabrielSaldana,11,False
jennyendurance,11,False
Morax23,11,False
cruchi,11,False
RonardBass,11,False
AlexPalm,10,False
Andreagf,11,False
fvillamizar,11,False
JPalm94,11,False
oospino,11,False
tomjadelance,11,False
Adonato34,10,False
adriansanjur,11,True
AsaN2881,11,False
eddie3007,11,False
Freder974,11,False
Poty12,11,False
IMJaime,11,False
jlizarzaburu,11,False
PaPaSiN,11,True
patty-patito,11,True
PierreFrancois,11,False
rrizcalla,11,False
Rafa-Nicholas,11,False
RichieChen14,11,False
Rguardia81,11,True
Zacca82,11,False
Ethielt,11,False
Candecande,10,False
grisfilms,11,True
JoseDLC,11,False
chamo31,11,True
Neizarmm,11,False
Rafaojeda77,11,False
Sabrinet,11,False
Viduc,11,False
luis-ja-da,11,False
monikika85,11,False
GabrieLeon,11,False
FELICIO_ANTONIO,10,False
a0572eeb-29e9-4df0-9e6f-1527d706b986,11,True
CoffeeBreakherbalife,11,False
darrue,11,False
eb076c6d-3f6a-4e78-bb37-d751b056b4e0,11,False
DrCorrea23,11,True
EduardoSalguero,11,False
EvansAmeth,11,False
Francisco1819,11,False
JessicaCorrea,11,False
Oseguera_Runner,11,True
OsorioRogelio,11,False
SeinhdY,11,False
Tonymarin,11,False
0705f185-2deb-40ab-8e74-e8c3a5f792d4,11,False
IMFeDoR,10,False
dago2788,11,False
itxenia,11,False
lcisnes,11,False
aa021661-fdb0-47b6-8c65-ec5e4de32a98,11,False
Hjudas,10,False
jchongkoon,10,False
f86812d5-faf1-49b2-9467-6335d502da67,11,False
belkyscardoze,11,False
Brenda.myoungg,11,False
iosorio1331,11,False
IsabeldeReyes,11,False
jonnylee16,11,False
Karen.Lezcano,11,False
KevBaliache,11,False
LishiMarie,11,False
PAMVALENCIA,11,False
PamelaM25,11,False
PPescod,11,False
Ricardo.Chavarria,11,True
SaritaMacias,11,False
Supermanolo21,11,True
vikydeneken,11,False
jmendieta77,11,False
marlenehm,11,False
MelissaCarles,11,False
rickynunezc,11,False
MARQUELA,10,False
GoThEn_,11,True
race2u,11,False
1985a15a-17a7-408d-8a9e-f15dd26ee592,11,False
DrLlerena,11,True
a3e1e0cd-6589-436f-8e89-214fdc8d18d2,11,True
WarrenBeitia,10,False
CesarBojorquez,11,False
0e856e33-9d48-4385-be63-6af6bf3cd47b,11,False
Jamahal,11,True
ebatista_21,11,False
e72ae912-81be-469e-b8fa-02f15943ded9,11,False
armandorobleda,11,False
antonx51,10,False
Hokuto_Nakano,11,False
juanfranblazquez,9,False
Carlos.fdez97,10,False
LUIS-JAVIER,11,False
60aee7b5-68d1-4c79-92b1-bea2ed762b44,11,False
Antonio.Canovas,11,False
Macarro,11,False
444ec604-86b6-4dfd-97fe-0533f0ed198e,11,False
83e33784-fc6a-4505-a636-5f23cb312fbe,11,False
robermaco,10,False
Azu_Runner,11,False
5d027c6e-0034-4f7f-85e2-81b0b44b3bf7,11,False
insomnioktk,11,False
JUANVI_ABSENTA,11,False
363dd7a3-ff07-415e-8cde-1c0d737d42b9,11,False
534452ff-a957-4ae8-b463-706a58d861f3,11,True
ManoJiHer,9,False
Tomasmacotera,9,False
juanca1967,10,False
acaballerom,11,False
dsalmoral,9,True
Madre55,8,False
sarabera2010,9,False
mjk131,8,True
MontyTheo,8,False
El_Bee,9,False
a3cc362f-f376-41bf-85a7-c585b9fc9530,10,False
nixon405,11,False
rosable,9,False
Ashton521,10,True
itri45,10,False
2b39896a-a307-4ca9-b6c4-6e514fa1bf83,10,False
MrsLaura316,10,False
9c2021ad-14bb-447a-8a5f-208a30afcf6d,10,True
Zellis,10,False
DraLadyO,8,True
AmandaLG415,9,False
Benegesserit,9,False
Sietchtabr,10,False
VikingRobot,11,False
f01194b8-ca59-4c2c-bcf9-e46aeaffb45c,9,False
Jamikaluzny,10,False
d4888a28-d0f1-45f1-bdec-0ed3400ed3a4,11,False
d83e0d30-1c86-485b-bb9e-1b8d79732c6f,11,False
b554a237-d2a6-4134-b332-65e34a35d84e,11,False
jeanaeb32,11,False
Jimsqueen,10,True
ecomomma,11,False
frannieschneider,11,False
jackjohnhen,10,False
Chantellepickel,11,False
puertoricanshorty,11,True
LisaSadie,9,False
AmityDMay,10,False
BryanBarge,10,False
casufire,10,False
bartoxolot,11,False
felipemora,11,True
551135f8-2116-44d7-83f0-cb72f8322749,11,True
ckdye,10,False
6sassy,11,False
aaa05470-31f3-4846-9b7a-4a6e4a0b6f57,11,False
MemaWeir,11,False
Jamesbigboy,11,False
L.hatter,11,False
tmcknight0305,11,True
lnewman0482,11,False
michaelXmcmillan,11,False
Coconutrunner14,10,False
5KRunnerGirl,11,False
5kRunnerGuy,11,False
a.mcninch,11,False
AmyPagac,11,False
26f2a93d-2922-4e2a-a695-e02f2d9612d7,11,False
Swimmergirl1991,11,True
dutterman,11,True
90915422-d363-4426-acf4-3f013ec4b2de,11,False
EllieRogenski,11,False
JayME80,11,False
d671b8da-748c-4acc-9e8d-f902ae90dd78,11,False
Jpkotarski,11,False
JulieR19,11,False
Kristie_Shumaker,11,False
laurapfahler,11,False
RFekety,11,False
SandyManley,11,False
zack516,11,True
bom1965,11,True
maxdelmer,11,False
scooby_runner,11,True
Coredawg01,10,True
Believeo_Steveo,11,True
Sargechris,11,False
ALCOHOLVELO,11,True
WrightNow,11,False
TriDocDave,10,True
yesiamrosco,11,False
AdamFarber,11,False
gilbey75,11,False
brilehnhof,11,False
bishopburr,11,False
etbailey16,11,True
Gecox,11,False
coolsunbiker,11,False
jenorr99,11,False
AzBonePA,11,True
JosephYusin,11,False
e8b26169-1525-4816-8d7c-589b37b97b05,11,False
lostindeforest,11,False
MJLondon,11,False
Osteord,11,False
SethElliot,11,False
rodzevtl,11,False
98c0a84a-16ea-4b3d-a7e5-2ce1c843097f,11,False
eloiland,11,False
ultimatestamina,11,False
DeltaGear,10,False
AdaptiveMesh,11,False
LanceKOwens,11,True
Contelillo,11,False
s.young89,11,True
Scooter12345,11,True
Tappledorn,11,True
thomasvonach,11,True
heather1314,11,False
whilscher,11,False
Emerkart,11,False
glennalit,11,True
sapperdaddy79,11,False
IronMan1997,10,False
Woodlands145,10,True
bikergirl13,11,True
Cherithh,11,False
Runpnp,11,False
Christine.Kolb,11,True
CrystalG77,11,True
CyclingGoddess,11,False
dianelgoodwin,11,False
Dominuslive,11,False
Dwimages46,11,False
isanderpastrana,11,True
disturbed954,11,False
Joemattingly,11,False
julianabam,11,False
Phatdaddy350,11,True
Kris10smiles,11,True
Lauralucy,11,False
lym32,11,False
Mohss,11,False
MargiP,11,False
ChicagoPR,11,False
Tina732017,11,False
Val2412,11,False
Aleshley,11,False
mers1973,11,True
kbtfenix3,11,False
mersh1973,11,False
Su1712,11,True
trenton.norris,11,False
jamk24,10,False
JimWenzell,10,False
lawyair,10,False
dd0c0824-c42a-48df-95c1-d22f53b241d7,11,False
gerindo1973,11,False
rswanson1,11,False
RocketManMarcin,11,True
theferndog,11,True
WendyTGirl,11,False
dioj6416,11,False
teamjon,11,False
mikeliao23,10,False
A.Loaiza,11,False
schmidta520,11,True
runnerbecky,11,False
DocVijay,11,False
CalyAnderson,11,False
cnasser88,11,True
gym_girl,11,False
craig411,11,False
Erick_Lou,11,False
Fabian_runs,11,False
BoneDdy,11,False
yogy11,11,True
Jonseaman21,11,False
j_bosecker115,11,True
JacquelineWhitt,11,False
JodiSindelar,11,False
JoshGerber,11,False
kmbrennen88,11,True
c9aba2ae-af63-47d2-a971-6d4010291133,11,False
Mouse-ly,11,False
596bf4d8-b2ea-46bb-bd0a-5d71687e017a,11,False
PMagg33,11,False
rayhenning,11,True
Zuper_Zergio,11,False
abrandao_com,11,False
Troup_K,11,False
TylerVens,11,True
biotechsafe,11,False
gordonrpowell,11,False
mcox.wallace,10,True
...rk...,11,False
A_V_,11,False
Coachgarcia,11,True
arthurjschwartz,11,True
501d18a4-55d9-4cf1-92c6-8e867cf0f64b,11,True
hollcathy,11,False
Cwoodhouse,11,True
ce739972-fd23-4b06-b58a-06e8aca96dbc,11,True
Erikawoodhouse,11,False
01849aec-98e6-4e29-ab74-d562a201e582,11,False
sdtrijohn,11,False
jdunkle,11,False
mecully,11,False
Hermanus02244,11,False
MicksterGee,11,True
athleticanalyst,11,False
KOZDRCC,11,False
Schnabs4,11,False
099df633-16db-41d9-976f-72bc73b421b8,11,False
SkylerWallace,11,False
matt.miller,11,True
plbaldwi,11,True
wmorelos,11,False
843f413c-b8ba-43d4-8375-338310c20fdc,11,False
da03df19-eb7a-48e6-9b28-80c7acdbefb8,11,False
RayWatch73,10,True
Boris_Angerer,11,False
bstauffer12,11,False
CesarEsquinca,11,False
Astroman70,11,False
swim_corey_run,11,True
dferryUSMC,11,True
Fefealer,11,False
Francois_runner,11,False
ReconGabe,11,False
runnnigheike,11,False
JOverland333,11,False
jampa1,11,False
c96dc206-0c8c-4fbe-ab0e-caab6971b731,11,False
JohnTrocko,11,False
30060ada-ceeb-4764-852d-8ac139827766,11,True
kbruff2015,11,False
restless-soul,11,True
PHernandez1016,11,True
saulpardo,11,False
ecdbe825-7a81-42ff-9930-ed68a5c61d53,11,False
feca0cea-5172-4c5e-b96c-62a919baa7bc,11,False
arnoldt1,11,True
alistar23,11,False
ajnov5,11,True
aniko172,11,False
Bruesda,11,False
adysegu,0,False
LEONCUEVAS,1,False
AndyBoss,2,True
kiarakato,3,True
37ae474c-239d-4a59-9f4b-b8cb048e9827,4,False
AimeeBE,4,False
205f8030-691f-4ac5-83c8-e3b6ddccdcc7,4,False
ac0c4544-6f7e-4858-b44a-3292cd56169e,5,True
Kiarakato2016,4,False
Alecita21,4,False
QueenMama5,3,False
Puzzler319,4,True
Andrew1021,5,False
ZKR224,6,False
c0c51fde-d0e0-431f-8328-8a92c94ad3b8,2,False
CANALERO,3,False
265d10bf-64fd-4cb4-b445-65718c208c7f,4,False
3524e497-3fc1-4067-9619-367c57a21f38,5,True
75b9fc5c-7522-4838-b9f6-b10063e8fb19,5,True
a7c57bb7-ca9a-46f3-b7b4-52f7e31d8338,6,False
875ee298-a0aa-4bfb-9bb7-a876ad488f7c,6,True
devigar,6,False
481952da-f846-461f-9d3e-1e5cc61f326a,6,False
focustri,7,False
Ackky,7,False
Beamzaa,7,True
0514dcef-9672-4cf9-9fd0-5e01bdc16b11,8,False
afd171a5-4864-49ac-a20f-63a45203d663,9,False
50956baa-5822-4a86-8ae9-011bd50ac027,10,True
Kai.Coffee_House,11,False
5f2e66e9-a8b0-4b23-9ac3-c8035d0a6667,11,True
c71c1f9a-a7d9-46d9-af43-92a96b7da64d,11,False
TE.7,11,False
OxyGenTeam,11,True
ThemobCKH,11,True
8801cab8-3ea7-41d1-bde6-03668b6f1822,11,False
33bb007f-b53d-49f5-b369-3900558c6738,11,True
K.Aon,11,False
NattapongR,11,False
noat789,11,False
222b65c3-2938-4388-88c3-cbf4ba7f34fc,11,False
9feda793-1476-4241-ba80-0b6653bbbf5d,11,False
aoykitty,11,False
sawak,11,False
781b7c84-a15f-4733-88b1-61590935b767,11,False
923300bd-68a7-4e37-a5a7-e9ef474dcaa8,11,False
0c0225f7-c76c-4c6e-8006-8b7e6fbffc34,10,False
2977d511-e2f4-43ac-a929-ca0b41196437,11,False
tistawan,10,True
ce0450a1-7d59-433d-a828-07ff2c982816,11,False
Kanyam,11,True
Tor-Investigator,10,True
$teveLowry,11,False
Anon.10,11,False
6643214a-d49c-4365-84f3-029dd92fa300,11,False
Natthawadena,11,True
Jangthong,11,False
korawatsooksai,11,False
05d4c4f8-f4d2-4f69-b870-b34030ca9d29,11,False
5bb52ab4-b84f-459d-8d9f-362f5520e815,11,False
PopyVivo,11,False
0e3637e2-2393-4af3-9972-c16c5fc4ffc0,11,False
Taweesak-Wee,11,False
Unchaleeporn,11,True
worasak46,11,False
Yaifirehead,11,False
ballst22,11,False
cstick3,11,False
golffy026,11,False
iBarry,11,False
j_angthong,11,False
phichai100,11,False
xpingz,11,False
prapan79,11,False
sumo_ngampol,11,False
thasphon,11,False
tleautopart,11,False
yoddymooky,11,True
757c9dfe-f07a-4519-906a-566f7c0b63c9,11,True
Taepiti,11,False
arismorn,9,False
f5e89a58-169a-4004-bdbd-ead677afff9b,10,True
TreeTee,11,True
N.Chalor,11,True
Noipamok,11,False
P.Chalee,11,True
bb31e5d0-2e5c-4337-8d8b-13d5b89941a6,11,False
nui_sutthi,10,False
Padung120,11,False
4eac544b-df32-404b-b564-f3f2442db52a,9,True
narong2515,9,False
bughumnoy,10,False
OreO510,9,False
Gutuey,10,False
David63-Thailand,11,False
Dome0817508621,11,False
Gundammoo,11,False
JackThawatchai,11,True
JayTHAI,11,True
Jom-Anucha,11,True
Maxy18,11,False
Nai_Ruea,11,True
Nakarinv,11,True
50afb7c1-cbd3-412c-8758-beab02836f7e,11,True
ousaneech,11,False
Tong_Romantic_Comedy,11,False
TogetherQQ,11,False
CSC-NOP,11,False
disoman,11,False
jiggo-ake,11,True
lekwiroj,11,False
mr.sandee,11,False
num1754,11,False
wichan402,11,True
somkiert4341,11,False
mintkamonrat,10,False
Yanaphat,11,True
w.lunbud,10,False
1SuperDog,11,False
ALEK_1108,11,True
bobotanat,11,True
CKphotographer,11,True
Dogfighter,11,False
Ball_Ekkachai,11,False
Jade55,11,False
Jet42.195,11,False
Jojosang,11,False
Kanoksak-lex2527,11,False
NongOil,11,False
Mistahwhat,11,True
Monkey4Runner14,11,False
Nakarin_M,11,False
Narongsak_P,11,False
Na_PKT,11,False
Wiggod,11,True
PLAYPLOYcc,11,True
popparazii,11,True
Poohbear33,11,False
OFFKung,11,True
Sombat_run,11,False
Strongbyscience,11,True
ArchMerciGod,11,False
TeeTyZ,11,True
Tentty,11,False
Thoon,11,False
TonyJG,11,False
Thepooh1715,11,True
WZW520,11,True
aun520455,11,False
paloys,11,False
weerathap,11,False
Rootbeer_Charu,9,False
Aeksadao,10,False
74ffcfe1-1ad3-43d1-a1d1-7816bbf90b74,10,False
51b88c29-70b2-4e46-9432-19922f6694cb,11,False
BatriyaBeam,11,False
Eaksempre,11,False
FHASAINAJA,11,True
50f9b245-31c0-4621-93a1-16a82d9638f6,11,False
GiftW210,11,False
652d787e-f93d-48e8-8800-912270ff5ca6,11,True
JeenaBike,11,False
Joe.Traiphop,11,False
0a08d34b-41d5-4de0-8ab8-e69fc767ac70,11,True
4751266a-88b4-4ea3-a680-d5aca16bdcf6,11,True
73984efd-2877-406e-aa4c-67076aa41fea,11,True
NuiD,11,False
O_CERVELO,11,True
wanchai508,11,True
2e1d81b9-b0d9-4286-8fd0-d22bdc666ecf,11,False
SmileyBonus,11,False
pansmile,11,False
Toonfenix3,11,True
U.alisa,11,False
imcheRy,11,False
96f89564-9d63-4706-b27d-956ca60cd8b5,11,False
cjaoftamaka,11,True
kajeab,11,True
jkiet,11,True
pok-dp,11,False
Yai_np,11,False
4970d76d-b63e-4885-bf22-928da13874e3,11,False
tanongsak15,11,True
Nayhuhu,10,True
pomman,11,True
Aswinz,11,True
Beamii,11,False
0e81d6c2-11ff-4a19-af44-e78e1937528c,11,True
RINELOVE,11,False
Deardukedick,11,True
Formulal3az,11,False
Go_Pichai,11,True
Pondyeah,11,True
Wasupol,11,False
yumyim,11,False
jane1661,11,False
joes8989,11,False
kwansai,11,False
minemam,11,True
Nuch_nuchy,11,False
penly,11,False
richynoo,11,False
viiew.dk,11,True
Atsanai,10,True
85Light_TON,11,False
arisalism,11,False
AEKJAYRAMA7,11,False
Alekay_Salakruthai,11,False
Aod_Phusakthan,11,False
60ee2ce0-71a9-4884-8b23-b07c11f536e4,11,True
AuSpoonpub,11,True
AuSupamas,11,False
BankHolybike,11,True
S.Banyat,11,False
Beer_Nedchanog,11,False
BenTCR,11,False
64ef0cb4-f762-4de0-bdc3-000e96661342,11,True
Boontanick,11,False
Chalambpon,11,True
Shisuka,11,True
Ae.Chay,11,False
Chayod,11,False
Darkdevilbee,11,False
dawood_kalaes,11,False
sOuLSk8er,11,True
dewtar,11,True
ifinxz,11,False
Kanyat8,11,False
kengaksa,11,False
guide625,11,True
ec541f96-922d-4a39-a32d-effe61a8e56a,11,False
ModNinew,11,False
Nadtara,11,True
namard,11,True
89de71d1-8b19-49d0-b371-5593b574565e,11,True
NamKhing,11,True
Naravit.N,11,True
Mickkii,11,False
UltraM,11,False
Ninesakon,11,False
Donutta,11,True
7f52c3dd-b527-4d4e-8dd3-2542ebec41ae,11,False
PangRum,11,False
ac43e3ee-597e-4443-8a01-17ede7f2822a,11,True
PuiKSport,11,True
Sombat520,11,False
Chaicomics,11,False
Sompu,11,True
sorn_w,11,False
d1635c43-69e0-4aba-8b14-50775e6076e4,11,False
ThanyakarnS,11,False
TheNameBam,11,True
TodAeroman,11,False
Tong-Na-Ja,11,False
Toon_bg,11,False
Tophup,11,False
Turong,11,False
VeerinY8,11,False
allnatnit,11,True
gapgap2529,11,False
mek_mek,11,False
mrvbikeshop,11,False
neab_cartoon00,11,False
nop024,11,False
RunmacVenge,11,True
somyos_chok1,11,False
tapiriik-sync,11,True
nut__ty,11,False
vvva,11,True
wowwarang,11,False
ec92c239-c9f7-469c-9108-a926aff98513,11,False
db0d96b7-8bbc-4700-bc12-5b4b2c40f445,11,False
boater6n,11,True
